File name;Lines in the file;Matched lines;Error matched lines;Number of matched SNPs;Number of Alleles matched;Number of rules triggered
user916_file452_yearofbirth_unknown_sex_unknown.23andme.txt;991786;296;8;288;9;4
user917_file453_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;11;4
user918_file454_yearofbirth_unknown_sex_XX.23andme.txt;960613;288;9;279;13;8
user91_file46_yearofbirth_1986_sex_XY.23andme.txt;960520;286;10;276;8;4
user920_file458_yearofbirth_unknown_sex_XY.23andme.txt;960613;284;9;275;12;8
user921_file459_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;9;275;11;5
user922_file460_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;11;273;7;8
user924_file462_yearofbirth_1985_sex_XY.23andme.txt;960613;284;11;273;7;4
user926_file463_yearofbirth_1976_sex_XY.23andme.txt;960613;284;10;274;12;4
user928_file465_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;9;4
user943_file470_yearofbirth_1979_sex_XY.23andme.txt;960613;284;11;273;13;8
user951_file474_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;9;269;418;42
user951_file480_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;12;276;11;4
user952_file475_yearofbirth_1975_sex_XY.23andme.txt;960613;284;9;275;8;4
user954_file478_yearofbirth_1983_sex_XY.23andme.txt;960613;284;8;276;9;4
user966_file479_yearofbirth_unknown_sex_unknown.23andme.txt;960613;288;10;278;7;5
user968_file482_yearofbirth_1986_sex_XY.23andme.txt;960613;284;17;267;13;4
user972_file483_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;9;275;14;4
user975_file484_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;7;277;8;5
user980_file486_yearofbirth_1958_sex_XX.23andme.txt;966977;301;19;282;13;4
user984_file488_yearofbirth_unknown_sex_unknown.23andme.txt;966983;298;19;279;12;4
user988_file490_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;11;273;12;4
user990_file492_yearofbirth_unknown_sex_unknown.23andme.txt;960613;284;10;274;9;4
user99_file49_yearofbirth_1986_sex_XY.23andme.txt;991600;297;11;286;11;5
